Country;Year;Series;Value
Belarus;2019;Population mid-year estimates (millions);9.4524
Belarus;2019;Population mid-year estimates for males (millions);4.3999
Belarus;2019;Population mid-year estimates for females (millions);5.0525
Belarus;2019;Sex ratio (males per 100 females);87.0839
Belarus;2019;Population aged 0 to 14 years old (percentage);17.0363
Belarus;2019;Population aged 60+ years old (percentage);22.1850
Belarus;2019;Population density;46.5843
Belgium;2005;Population mid-year estimates (millions);10.5469
Belgium;2005;Population mid-year estimates for males (millions);5.1742
Belgium;2005;Population mid-year estimates for females (millions);5.3727
Belgium;2005;Sex ratio (males per 100 females);96.3069
Belgium;2005;Population aged 0 to 14 years old (percentage);17.1501
Belgium;2005;Population aged 60+ years old (percentage);22.1143
Belgium;2005;Population density;348.3120
Belgium;2010;Population mid-year estimates (millions);10.9387
Belgium;2010;Population mid-year estimates for males (millions);5.3720
Belgium;2010;Population mid-year estimates for females (millions);5.5668
Belgium;2010;Sex ratio (males per 100 females);96.5004
Belgium;2010;Population aged 0 to 14 years old (percentage);16.8827
Belgium;2010;Population aged 60+ years old (percentage);23.2156
Belgium;2010;Population density;361.2529
Belgium;2017;Population mid-year estimates (millions);11.4197
Belgium;2017;Population mid-year estimates for males (millions);5.6310
Belgium;2017;Population mid-year estimates for females (millions);5.7887
Belgium;2017;Sex ratio (males per 100 females);97.2751
Belgium;2017;Population aged 0 to 14 years old (percentage);17.0365
Belgium;2017;Population aged 60+ years old (percentage);24.6264
Belgium;2017;Population density;377.1383
Belgium;2017;Surface area (thousand km2);30.5280
Belgium;2019;Population mid-year estimates (millions);11.5393
Belgium;2019;Population mid-year estimates for males (millions);5.7115
Belgium;2019;Population mid-year estimates for females (millions);5.8278
Belgium;2019;Sex ratio (males per 100 females);98.0032
Belgium;2019;Population aged 0 to 14 years old (percentage);17.0582
Belgium;2019;Population aged 60+ years old (percentage);25.2634
Belgium;2019;Population density;381.0875
Belize;2005;Population mid-year estimates (millions);0.2838
Belize;2005;Population mid-year estimates for males (millions);0.1427
Belize;2005;Population mid-year estimates for females (millions);0.1411
Belize;2005;Sex ratio (males per 100 females);101.0812
Belize;2005;Population aged 0 to 14 years old (percentage);38.9024
Belize;2005;Population aged 60+ years old (percentage);4.8467
Belize;2005;Population density;12.4419
Belize;2010;Population mid-year estimates (millions);0.3225
Belize;2010;Population mid-year estimates for males (millions);0.1613
Belize;2010;Population mid-year estimates for females (millions);0.1611
Belize;2010;Sex ratio (males per 100 females);100.1185
Belize;2010;Population aged 0 to 14 years old (percentage);35.6127
Belize;2010;Population aged 60+ years old (percentage);5.9560
Belize;2010;Population density;14.1370
Belize;2017;Population mid-year estimates (millions);0.3758
Belize;2017;Population mid-year estimates for males (millions);0.1873
Belize;2017;Population mid-year estimates for females (millions);0.1885
Belize;2017;Sex ratio (males per 100 females);99.3723
Belize;2017;Population aged 0 to 14 years old (percentage);30.9036
Belize;2017;Population aged 60+ years old (percentage);6.9745
Belize;2017;Population density;16.4739
Belize;2017;Surface area (thousand km2);22.9660
Belize;2019;Population mid-year estimates (millions);0.3904
Belize;2019;Population mid-year estimates for males (millions);0.1943
Belize;2019;Population mid-year estimates for females (millions);0.1961
Belize;2019;Sex ratio (males per 100 females);99.0876
Belize;2019;Population aged 0 to 14 years old (percentage);29.7044
Belize;2019;Population aged 60+ years old (percentage);7.3987
Belize;2019;Population density;17.1132
Benin;2005;Population mid-year estimates (millions);7.9822
Benin;2005;Population mid-year estimates for males (millions);3.9554
Benin;2005;Population mid-year estimates for females (millions);4.0268
Benin;2005;Sex ratio (males per 100 females);98.2264
Benin;2005;Population aged 0 to 14 years old (percentage);44.4385
Benin;2005;Population aged 60+ years old (percentage);4.9669
Benin;2005;Population density;70.7895
Benin;2010;Population mid-year estimates (millions);9.1993
Benin;2010;Population mid-year estimates for males (millions);4.5688
Benin;2010;Population mid-year estimates for females (millions);4.6304
Benin;2010;Sex ratio (males per 100 females);98.6700
Benin;2010;Population aged 0 to 14 years old (percentage);43.8460
Benin;2010;Population aged 60+ years old (percentage);4.9187
Benin;2010;Population density;81.5826
Benin;2017;Population mid-year estimates (millions);11.1752
Benin;2017;Population mid-year estimates for males (millions);5.5743
Benin;2017;Population mid-year estimates for females (millions);5.6009
Benin;2017;Sex ratio (males per 100 females);99.5251
Benin;2017;Population aged 0 to 14 years old (percentage);42.6686
Benin;2017;Population aged 60+ years old (percentage);4.9885
Benin;2017;Population density;99.1060
Benin;2017;Surface area (thousand km2);114.7630
Benin;2019;Population mid-year estimates (millions);11.8012
Benin;2019;Population mid-year estimates for males (millions);5.8913
Benin;2019;Population mid-year estimates for females (millions);5.9099
Benin;2019;Sex ratio (males per 100 females);99.6846
Benin;2019;Population aged 0 to 14 years old (percentage);42.2055
Benin;2019;Population aged 60+ years old (percentage);5.0438
Benin;2019;Population density;104.6572
Bermuda;2005;Population mid-year estimates (millions);0.0651
Bermuda;2005;Sex ratio (males per 100 females);91.7851
Bermuda;2005;Population aged 0 to 14 years old (percentage);18.3606
Bermuda;2005;Population aged 60+ years old (percentage);16.4320
Bermuda;2005;Population density;1302.6000
Bermuda;2010;Population mid-year estimates (millions);0.0640
Bermuda;2010;Sex ratio (males per 100 females);92.3658
Bermuda;2010;Population aged 0 to 14 years old (percentage);17.4398
Bermuda;2010;Population aged 60+ years old (percentage);18.7216
Bermuda;2010;Population density;1279.1200
Bermuda;2017;Population mid-year estimates (millions);0.0613
Bermuda;2017;Sex ratio (males per 100 females);91.4191
Bermuda;2017;Population aged 0 to 14 years old (percentage);14.7605
Bermuda;2017;Population aged 60+ years old (percentage);24.9230
Bermuda;2017;Population density;1226.9800
Bermuda;2017;Surface area (thousand km2);0.0530
Bermuda;2019;Population mid-year estimates (millions);0.0625
Bermuda;2019;Population density;1250.1200
Bhutan;2005;Population mid-year estimates (millions);0.6487
Bhutan;2005;Population mid-year estimates for males (millions);0.3402
Bhutan;2005;Population mid-year estimates for females (millions);0.3086
Bhutan;2005;Sex ratio (males per 100 females);110.2339
Bhutan;2005;Population aged 0 to 14 years old (percentage);35.0808
Bhutan;2005;Population aged 60+ years old (percentage);6.7788
Bhutan;2005;Population density;17.0197
Bhutan;2010;Population mid-year estimates (millions);0.6855
Bhutan;2010;Population mid-year estimates for males (millions);0.3601
Bhutan;2010;Population mid-year estimates for females (millions);0.3254
Bhutan;2010;Sex ratio (males per 100 females);110.6521
Bhutan;2010;Population aged 0 to 14 years old (percentage);31.1726
Bhutan;2010;Population aged 60+ years old (percentage);7.5321
Bhutan;2010;Population density;17.9842
Bhutan;2017;Population mid-year estimates (millions);0.7456
Bhutan;2017;Population mid-year estimates for males (millions);0.3945
Bhutan;2017;Population mid-year estimates for females (millions);0.3511
Bhutan;2017;Sex ratio (males per 100 females);112.3724
Bhutan;2017;Population aged 0 to 14 years old (percentage);26.2194
Bhutan;2017;Population aged 60+ years old (percentage);8.4354
Bhutan;2017;Population density;19.5599
Bhutan;2017;Surface area (thousand km2);38.3940
Bhutan;2019;Population mid-year estimates (millions);0.7631
Bhutan;2019;Population mid-year estimates for males (millions);0.4050
Bhutan;2019;Population mid-year estimates for females (millions);0.3581
Bhutan;2019;Sex ratio (males per 100 females);113.1178
Bhutan;2019;Population aged 0 to 14 years old (percentage);25.3402
Bhutan;2019;Population aged 60+ years old (percentage);8.7877
Bhutan;2019;Population density;20.0197
Bolivia (Plurin. State of);2005;Population mid-year estimates (millions);9.2323
Bolivia (Plurin. State of);2005;Population mid-year estimates for males (millions);4.6475
Bolivia (Plurin. State of);2005;Population mid-year estimates for females (millions);4.5848
Bolivia (Plurin. State of);2005;Sex ratio (males per 100 females);101.3686
Bolivia (Plurin. State of);2005;Population aged 0 to 14 years old (percentage);36.3266
Bolivia (Plurin. State of);2005;Population aged 60+ years old (percentage);8.1392
Bolivia (Plurin. State of);2005;Population density;8.5224
Bolivia (Plurin. State of);2010;Population mid-year estimates (millions);10.0486
Bolivia (Plurin. State of);2010;Population mid-year estimates for males (millions);5.0561
Bolivia (Plurin. State of);2010;Population mid-year estimates for females (millions);4.9925
Bolivia (Plurin. State of);2010;Sex ratio (males per 100 females);101.2744
Bolivia (Plurin. State of);2010;Population aged 0 to 14 years old (percentage);34.4895
Bolivia (Plurin. State of);2010;Population aged 60+ years old (percentage);8.7869
Bolivia (Plurin. State of);2010;Population density;9.2759
Bolivia (Plurin. State of);2017;Population mid-year estimates (millions);11.1929
Bolivia (Plurin. State of);2017;Population mid-year estimates for males (millions);5.6225
Bolivia (Plurin. State of);2017;Population mid-year estimates for females (millions);5.5704
Bolivia (Plurin. State of);2017;Sex ratio (males per 100 females);100.9357
Bolivia (Plurin. State of);2017;Population aged 0 to 14 years old (percentage);31.5346
Bolivia (Plurin. State of);2017;Population aged 60+ years old (percentage);9.8410
Bolivia (Plurin. State of);2017;Population density;10.3322
Bolivia (Plurin. State of);2017;Surface area (thousand km2);1098.5810
Bolivia (Plurin. State of);2019;Population mid-year estimates (millions);11.5131
Bolivia (Plurin. State of);2019;Population mid-year estimates for males (millions);5.7796
Bolivia (Plurin. State of);2019;Population mid-year estimates for females (millions);5.7335
Bolivia (Plurin. State of);2019;Sex ratio (males per 100 females);100.8044
Bolivia (Plurin. State of);2019;Population aged 0 to 14 years old (percentage);30.6253
Bolivia (Plurin. State of);2019;Population aged 60+ years old (percentage);10.1862
Bolivia (Plurin. State of);2019;Population density;10.6278
Bonaire, St. Eustatius & Saba;2005;Population mid-year estimates (millions);0.0144
Bonaire, St. Eustatius & Saba;2005;Population density;43.9116
Bonaire, St. Eustatius & Saba;2010;Population mid-year estimates (millions);0.0209
Bonaire, St. Eustatius & Saba;2010;Population density;63.8415
Bonaire, St. Eustatius & Saba;2019;Population mid-year estimates (millions);0.0260
Bonaire, St. Eustatius & Saba;2019;Population density;79.2043
Bosnia and Herzegovina;2005;Population mid-year estimates (millions);3.7653
Bosnia and Herzegovina;2005;Population mid-year estimates for males (millions);1.8495
Bosnia and Herzegovina;2005;Population mid-year estimates for females (millions);1.9158
Bosnia and Herzegovina;2005;Sex ratio (males per 100 females);96.5392
Bosnia and Herzegovina;2005;Population aged 0 to 14 years old (percentage);17.7019
Bosnia and Herzegovina;2005;Population aged 60+ years old (percentage);17.4279
Bosnia and Herzegovina;2005;Population density;73.8300
Bosnia and Herzegovina;2010;Population mid-year estimates (millions);3.7055
Bosnia and Herzegovina;2010;Population mid-year estimates for males (millions);1.8195
Bosnia and Herzegovina;2010;Population mid-year estimates for females (millions);1.8859
Bosnia and Herzegovina;2010;Sex ratio (males per 100 females);96.4790
Bosnia and Herzegovina;2010;Population aged 0 to 14 years old (percentage);15.7371
Bosnia and Herzegovina;2010;Population aged 60+ years old (percentage);19.2814
Bosnia and Herzegovina;2010;Population density;72.6563
Bosnia and Herzegovina;2017;Population mid-year estimates (millions);3.3515
Bosnia and Herzegovina;2017;Population mid-year estimates for males (millions);1.6423
Bosnia and Herzegovina;2017;Population mid-year estimates for females (millions);1.7093
Bosnia and Herzegovina;2017;Sex ratio (males per 100 females);96.0808
